area,address,number,price,date,size,transaction_type,full_address,lat,long
The Cloisters,"16 The Cloisters, Ballincollig, Cork",16,175000,2014-07-23,1-38 m2,second-hand,"16 16 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Old Quarter,"105 Coopers Grange, Old Quarter, Ballincollig",105,308370,2014-07-25,125-1000 m2,new,"105 105 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"14 Carriganarra, Ballincollig, Cork",14,239500,2014-07-30,1-38 m2,second-hand,"14 14 Carriganarra, Ballincollig, Cork, Carriganarra",51.88456579585057,-8.579854607281877
Coolroe,"2 Westbury Heights, Ballincollig, Cork",2,235000,2014-07-30,1-38 m2,second-hand,"2 2 Westbury Heights, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Aylsbury,"7 Aylsbury Court, Ballincollig, Cork",7,370000,2014-07-31,1-38 m2,second-hand,"7 7 Aylsbury Court, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Carrigrohane,"Cois Na Laoi, Church Hill, Carrigrohane",Cois,525000,2014-07-31,1-38 m2,second-hand,"Cois Cois Na Laoi, Church Hill, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
West Village,"11 The Paddocks, Ballincollig West, Ballincollig",11,270000,2014-08-01,1-38 m2,second-hand,"11 11 The Paddocks, Ballincollig West, Ballincollig, West Village",51.88675485217772,-8.606397553304374
Beech Park,"30 Aisling Close, Ballincollig, Cork",30,150000,2014-08-01,1-38 m2,second-hand,"30 30 Aisling Close, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Carrigrohane,"Clash Rd, Carrigrohane, Curraheen Village",Clash,325000,2014-08-01,1-38 m2,second-hand,"Clash Clash Rd, Carrigrohane, Curraheen Village, Carrigrohane",51.89118108080445,-8.570433423222292
Carrigrohane,"Highfield, Templehill, Carrigrohane",1,242500,2014-08-05,1-38 m2,second-hand,"1 Highfield, Templehill, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Maglin,"5 Maglin Grove, Maglin, Ballincollig",5,285001,2014-08-13,38-125 m2,new,"5 5 Maglin Grove, Maglin, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"14  The Boulevard, Old Quarter, Ballincollig",14,250000,2014-08-15,1-38 m2,second-hand,"14 14  The Boulevard, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Glendower Court,"69 Glendower Court, Ballincollig, Co Cork",69,193500,2014-08-15,1-38 m2,second-hand,"69 69 Glendower Court, Ballincollig, Co Cork, Glendower Court",51.89097713659068,-8.579260601534097
West Village,"West Village, Ballincollig, Cork",West,275000,2014-08-19,1-38 m2,second-hand,"West West Village, Ballincollig, Cork, West Village",51.88675485217772,-8.606397553304374
Beech Park,"15 Cranford Pines, Ballincollig, Cork",15,199000,2014-08-21,1-38 m2,second-hand,"15 15 Cranford Pines, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Old Quarter,"9  Millers Court, Old Quarter, Ballincollig",9,177630,2014-08-21,125-1000 m2,new,"9 9  Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"102 Coopers Grange, Ballincollig",102,317180,2014-08-22,125-1000 m2,new,"102 102 Coopers Grange, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"79 Leslies Arch, Old Quarter, Ballincollig",79,233100,2014-08-22,1-38 m2,second-hand,"79 79 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
The Maltings,"36 Distillary Court, The Maltings, Ballincollig",36,140000,2014-08-28,1-38 m2,second-hand,"36 36 Distillary Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Aylsbury,"43 Aylsbury, Ballincollig, Cork",43,225000,2014-08-28,1-38 m2,second-hand,"43 43 Aylsbury, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Highfield,"20 The Avenue, Highfeild Park, Ballincollig",20,270000,2014-08-29,1-38 m2,second-hand,"20 20 The Avenue, Highfeild Park, Ballincollig, Highfield",51.88483134751023,-8.573114016875365
An Caislean,"48 An Caislean, Ballincollig, Cork",48,150000,2014-09-03,1-38 m2,second-hand,"48 48 An Caislean, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Classis Lake,"4 Mossgrove, Classes Lake, Ballincollig",4,355000,2014-09-04,1-38 m2,second-hand,"4 4 Mossgrove, Classes Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
The Cloisters,"15 The Cloisters, Ballincollig, Cork",15,195000,2014-09-19,1-38 m2,second-hand,"15 15 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Inniscarra View,"34 Whitethorn Dr, Inniscarra View, Ballincollig",34,251000,2014-09-19,1-38 m2,second-hand,"34 34 Whitethorn Dr, Inniscarra View, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
The Cloisters,"55 The Cloisters, Ballincollig, Cork",55,210000,2014-09-19,1-38 m2,second-hand,"55 55 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Old Quarry,"21 Old Quarry, Coolroe Road, Ballincollig",21,157000,2014-09-23,1-38 m2,second-hand,"21 21 Old Quarry, Coolroe Road, Ballincollig, Old Quarry",51.885810656686274,-8.616955372698976
Carrigrohane,"13 Leesdale Drive, Ballincollig, Cork",13,182000,2014-09-26,1-38 m2,second-hand,"13 13 Leesdale Drive, Ballincollig, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Carrigrohanebeg,"175 The Willows, Carrigalee, Ballincollig",175,160000,2014-09-26,1-38 m2,second-hand,"175 175 The Willows, Carrigalee, Ballincollig, Carrigrohanebeg",51.89309917070151,-8.580849757357647
The Cloisters,"56 The Cloisters, Ballincollig, Cork",56,218000,2014-09-26,1-38 m2,second-hand,"56 56 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Carriganarra,"13 Ashton Court, Ballincollig, Cork",13,247000,2014-09-29,1-38 m2,second-hand,"13 13 Ashton Court, Ballincollig, Cork, Carriganarra",51.88456579585057,-8.579854607281877
Rosewood,"160 Rosewood, Ballincollig, Cork",160,210000,2014-10-06,1-38 m2,second-hand,"160 160 Rosewood, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Glendower Court,"27 Glendower Ct, Ballincollig, Cork",27,172500,2014-10-07,1-38 m2,second-hand,"27 27 Glendower Ct, Ballincollig, Cork, Glendower Court",51.89097713659068,-8.579260601534097
Coolroe,"15 The Lawn, Coolroe Meadows, Ballincollig",15,250000,2014-10-09,1-38 m2,second-hand,"15 15 The Lawn, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"114 Coopers Grange, The Old Quarter, Ballincollig",114,355000,2014-10-10,1-38 m2,second-hand,"114 114 Coopers Grange, The Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"22 The Lawn, Coolroe Meadows, Ballincollig",22,265000,2014-10-14,1-38 m2,second-hand,"22 22 The Lawn, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Carriganarra,"59 Carriganarra, Ballincollig, Cork",59,185000,2014-10-16,1-38 m2,second-hand,"59 59 Carriganarra, Ballincollig, Cork, Carriganarra",51.88456579585057,-8.579854607281877
Greenfield,"Greenfield Ballincollig, Ballincollig, Cork",1,395000,2014-10-17,1-38 m2,second-hand,"1 Greenfield Ballincollig, Ballincollig, Cork, Greenfield",51.88072634468435,-8.611355403381312
Beech Park,"4 Aisling Close, Ballincollig",4,151200,2014-10-20,1-38 m2,second-hand,"4 4 Aisling Close, Ballincollig, Beech Park",51.884462825784524,-8.586660730369518
Old Quarry,"Apartment 8 Old Quarry, Ballincollig",,151200,2014-10-20,1-38 m2,second-hand," Apartment 8 Old Quarry, Ballincollig, Old Quarry",51.885810656686274,-8.616955372698976
Carrigrohane,"The Cedars, Ministers Cross, Carrigrohane",The,365000,2014-10-20,1-38 m2,second-hand,"The The Cedars, Ministers Cross, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Greenfield,"108 Oldcourt, Greenfields, Ballincollig",108,252000,2014-10-23,1-38 m2,second-hand,"108 108 Oldcourt, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Coolroe Meadows,"57 The Green, Coolroe Meadows, Ballincollig",57,291000,2014-10-23,1-38 m2,second-hand,"57 57 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Maglin,"2 Maglin Crescent, Maglin, Ballincollig",2,240000,2014-10-24,1-38 m2,second-hand,"2 2 Maglin Crescent, Maglin, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Maglin,"2 Maglin Grove, Ballincollig, Co. Cork",2,251102,2014-10-30,38-125 m2,new,"2 2 Maglin Grove, Ballincollig, Co. Cork, Maglin",51.88135112776452,-8.59523805920491
Castlepark,"7 Ashmore, Caslepark",7,217000,2014-10-31,1-38 m2,second-hand,"7 7 Ashmore, Caslepark, Castlepark",51.88653927567583,-8.585310716875346
Coolroe,"8 The Close, Coolroe Meadows, Ballincollig",8,410000,2014-11-03,1-38 m2,second-hand,"8 8 The Close, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
City West Mews,"10 City West Mews, Ballincollig, Cork",10,155000,2014-11-06,1-38 m2,second-hand,"10 10 City West Mews, Ballincollig, Cork, City West Mews",51.88510951386978,-8.607681457357844
Coolroe,"3 Wyndham Lawn, Coolroe, Ballincollig",3,377000,2014-11-06,1-38 m2,second-hand,"3 3 Wyndham Lawn, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Coolroe,"5 The Lawn, Coolroe Meadows, Ballingcollig",5,199000,2014-11-06,1-38 m2,second-hand,"5 5 The Lawn, Coolroe Meadows, Ballingcollig, Coolroe",51.885279789132504,-8.622716969745719
Beech Park,"130 Beech Park, Ballincollig, Cork",130,235000,2014-11-17,1-38 m2,second-hand,"130 130 Beech Park, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Highfield,"11 Highfield Park, The Square, Ballincollig",11,205000,2014-11-18,1-38 m2,second-hand,"11 11 Highfield Park, The Square, Ballincollig, Highfield",51.88483134751023,-8.573114016875365
Rosewood,"152 Rosewood Est, Ballincollig, Cork",152,182000,2014-11-20,1-38 m2,second-hand,"152 152 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Aylsbury,"49 Aylsbury, Ballincollig, Cork",49,225000,2014-11-20,1-38 m2,second-hand,"49 49 Aylsbury, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Muskerry Estate,"91 Beech Rd, Muskerry Estate, Ballincollig",91,191000,2014-11-25,1-38 m2,second-hand,"91 91 Beech Rd, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Old Quarter,"110 Coopers Grange, Old Quarter, Ballincollig",110,400000,2014-11-26,1-38 m2,second-hand,"110 110 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Greenfield,"50 Woodberry, Greenfields, Ballincollig",50,468000,2014-11-28,1-38 m2,second-hand,"50 50 Woodberry, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Muskerry Estate,"97 Shamrock Dr, Muskerry East, Ballincollig",97,195000,2014-12-03,1-38 m2,second-hand,"97 97 Shamrock Dr, Muskerry East, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Town Center,"1 Station Rd, Ballincollig, Cork",1,115000,2014-12-05,1-38 m2,second-hand,"1 1 Station Rd, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Old Quarter,"123 Coopers Grange, Old Quarter, Ballincollig",123,200000,2014-12-05,1-38 m2,second-hand,"123 123 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"95 Manor Hill, Carrigrohane, Ballincollig",95,247000,2014-12-09,1-38 m2,second-hand,"95 95 Manor Hill, Carrigrohane, Ballincollig, Carrigrohane",51.89118108080445,-8.570433423222292
Rosewood,"21 Rosewood Est, Ballincollig, Cork",21,205000,2014-12-10,1-38 m2,second-hand,"21 21 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Maglin,"3 Maglin Grove, Ballincollig, County Cork",3,255506,2014-12-11,38-125 m2,new,"3 3 Maglin Grove, Ballincollig, County Cork, Maglin",51.88135112776452,-8.59523805920491
Carrigrohane,"27 The Avenue, Highfield Park, Carrigrohane",27,285000,2014-12-16,1-38 m2,second-hand,"27 27 The Avenue, Highfield Park, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Town Center,"Elm Vale, Poulavone, Ballincollig",Elm,180000,2014-12-17,1-38 m2,second-hand,"Elm Elm Vale, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"40 Church View, Ballincollig, Cork",40,225000,2014-12-19,1-38 m2,second-hand,"40 40 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Greenfield,"45 Tuairin Glas, Greenfields Rd, Ballincollig",45,195000,2014-12-19,1-38 m2,second-hand,"45 45 Tuairin Glas, Greenfields Rd, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Muskerry Estate,"59 Castle Ave, Muskerry Estate, Ballincollig",59,205000,2014-12-19,1-38 m2,second-hand,"59 59 Castle Ave, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Beech Park,"3 Cranford Grove, Ballincollig, Cork",3,215259,2014-12-22,1-38 m2,second-hand,"3 3 Cranford Grove, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Coolroe Heights,"59 Willow Grove, Ballincollig, Cork",59,219839,2014-12-22,1-38 m2,second-hand,"59 59 Willow Grove, Ballincollig, Cork, Coolroe Heights",51.8915162277775,-8.581342570851831
Beech Park,"8 Cranford Pines, Ballincollig, Cork",8,180000,2014-12-22,1-38 m2,second-hand,"8 8 Cranford Pines, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Wyndham Downs,"11 The Grove, Wyndham Downs, Ballincollig",11,219500,2014-12-23,1-38 m2,second-hand,"11 11 The Grove, Wyndham Downs, Ballincollig, Wyndham Downs",51.88594295587414,-8.620296147557605
Great Island,"1 Westgrove, Ballincollig, Cork",1,180000,2015-01-13,1-38 m2,second-hand,"1 1 Westgrove, Ballincollig, Cork, Great Island",51.88932940267005,-8.619904411563992
Rosewood,"182 Rosewood, Ballincollig, Cork",182,208000,2015-01-13,1-38 m2,second-hand,"182 182 Rosewood, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Old Quarter,"88 Coopers Grange, Old Quarter, Ballincollig",88,269000,2015-01-21,1-38 m2,second-hand,"88 88 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"12 Prospect Lawn, Coolroe, Ballincollig",12,337000,2015-01-23,1-38 m2,second-hand,"12 12 Prospect Lawn, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Great Island,"27 Westgrove, Ballincollig, Cork",27,253000,2015-01-27,1-38 m2,second-hand,"27 27 Westgrove, Ballincollig, Cork, Great Island",51.88932940267005,-8.619904411563992
Manor Hill,"58 Manor Hill, Ballincollig, Cork",58,191000,2015-01-29,1-38 m2,second-hand,"58 58 Manor Hill, Ballincollig, Cork, Manor Hill",51.89121035709487,-8.575907457357648
Highfield,"26 Highfield Park, Ballincollig, Cork",26,190500,2015-01-30,1-38 m2,second-hand,"26 26 Highfield Park, Ballincollig, Cork, Highfield",51.88483134751023,-8.573114016875365
Powdermills,"Gate Lodge, Powdermills, Ballincollig",Gate,185000,2015-01-30,1-38 m2,second-hand,"Gate Gate Lodge, Powdermills, Ballincollig, Powdermills",51.89225015549648,-8.586096438526356
Castlepark,"69 Castlepark, Ballincollig, Cork",69,125000,2015-02-02,1-38 m2,second-hand,"69 69 Castlepark, Ballincollig, Cork, Castlepark",51.88653927567583,-8.585310716875346
The Maltings,"34 Distillery Court, The Maltings, Ballincollig",34,120000,2015-02-04,1-38 m2,second-hand,"34 34 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
The Cloisters,"29 The Cloisters, Ballincollig, Cork",29,230000,2015-02-10,1-38 m2,second-hand,"29 29 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Carrigrohane,"6 Leemount Place, Carrigrohane, Cork",6,175000,2015-02-11,1-38 m2,second-hand,"6 6 Leemount Place, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Old Quarter,"122 Leslies Arch, Old Quarter, Ballincollig",122,160000,2015-02-12,1-38 m2,second-hand,"122 122 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"8 Leeview, Carrigrohane, Cork",8,140000,2015-02-13,1-38 m2,second-hand,"8 8 Leeview, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Inniscarra View,"15 Hawthorn, Inniscarra View, Ballincollig",15,170000,2015-02-19,1-38 m2,second-hand,"15 15 Hawthorn, Inniscarra View, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Old Quarter,"28 The Crescent, Old Quarter, Ballincollig",28,200000,2015-02-23,1-38 m2,second-hand,"28 28 The Crescent, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Rosewood,"129 Rosewood Est, Ballincollig, Cork",129,205000,2015-02-24,1-38 m2,second-hand,"129 129 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Greenfield,"9 Fernwalk, Greenfields, Ballincollig",9,545000,2015-02-25,1-38 m2,second-hand,"9 9 Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
An Caislean,"10 Caislean Close, Ballincollig, Cork",10,171000,2015-02-26,1-38 m2,second-hand,"10 10 Caislean Close, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Town Center,"44 Church View, Ballincollig, Cork",44,190000,2015-02-27,1-38 m2,second-hand,"44 44 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Wyndham Downs,"73 Wyndham Downs, Ballincollig, Co Cork",73,257000,2015-02-27,1-38 m2,second-hand,"73 73 Wyndham Downs, Ballincollig, Co Cork, Wyndham Downs",51.88594295587414,-8.620296147557605
Carrigrohane,"Santa Maria, Ministers Cross, Carrigrohane",Santa,535000,2015-02-27,1-38 m2,second-hand,"Santa Santa Maria, Ministers Cross, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Manor Hill,"30 Manor Hill, Ballincollig, Cork",30,235000,2015-03-04,1-38 m2,second-hand,"30 30 Manor Hill, Ballincollig, Cork, Manor Hill",51.89121035709487,-8.575907457357648
Old Quarter,"Apt 27 The Crescent, Old Quarter, Ballincollig",Apt,190000,2015-03-04,1-38 m2,second-hand,"Apt Apt 27 The Crescent, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
An Caislean,"2 Tara, An Caislean, Ballincollig",2,149000,2015-03-16,1-38 m2,second-hand,"2 2 Tara, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
The Maltings,"10 Barley Court, The Maltings, Ballincollig",10,120000,2015-03-19,1-38 m2,second-hand,"10 10 Barley Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Muskerry Estate,"36 Beech Road, Muskerry Estate, Ballincollig",36,234000,2015-03-20,1-38 m2,second-hand,"36 36 Beech Road, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Old Quarry,"12 Old Quarry, Ballincollig, Cork",12,161000,2015-03-26,1-38 m2,second-hand,"12 12 Old Quarry, Ballincollig, Cork, Old Quarry",51.885810656686274,-8.616955372698976
Coolroe,"22 Coolroe Heights, Ballincollig",22,247616,2015-03-26,1-38 m2,second-hand,"22 22 Coolroe Heights, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
The Cloisters,"58 The Cloisters, Ballincollig, Cork",58,204177,2015-03-27,1-38 m2,second-hand,"58 58 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Beech Park,"60 Beech Park, Ballincollig, Cork",60,120000,2015-04-16,1-38 m2,second-hand,"60 60 Beech Park, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
