title,island,locality,price,beds,size,link,date,advert_type
"Flat / Apartment in paseo Ferrocarril, Manacor Centro, Manacor",Mallorca,Manacor,165000,2,80,https://www.idealista.com/en/inmueble/90123278/,2020-12-29 10:29:38.260645+00:00,sale
"Flat / Apartment in ronda Oest, Porto Cristo, Manacor",Mallorca,Manacor,156600,2,67,https://www.idealista.com/en/inmueble/90022275/,2020-12-29 10:29:38.263119+00:00,sale
"Flat / Apartment in Ferrocarril, Manacor Centro, Manacor",Mallorca,Manacor,174070,2,73,https://www.idealista.com/en/inmueble/90021614/,2020-12-29 10:29:38.265644+00:00,sale
"Flat / Apartment in calle de Joan Homs, 11, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,164000,3,86,https://www.idealista.com/en/inmueble/88590698/,2020-12-29 10:29:38.267955+00:00,sale
"Flat / Apartment in calle de Berlín, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,179000,2,77,https://www.idealista.com/en/inmueble/89355070/,2020-12-29 10:29:38.270375+00:00,sale
"Penthouse in trancadors, S'Arenal, Llucmajor",Mallorca,Llucmajor,199500,3,140,https://www.idealista.com/en/inmueble/89291804/,2020-12-29 10:29:38.272770+00:00,sale
"Flat / Apartment in cannes, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,189000,2,57,https://www.idealista.com/en/inmueble/88745685/,2020-12-29 10:29:38.275303+00:00,sale
"Penthouse in carretera MILITAR, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,145000,2,65,https://www.idealista.com/en/inmueble/82299027/,2020-12-29 10:29:38.277982+00:00,sale
Flat / Apartment in Cala Millor,Mallorca,Cala Millor,179995,2,93,https://www.idealista.com/en/inmueble/88819822/,2020-12-29 10:29:38.280272+00:00,sale
"Flat / Apartment in calle de Trasimè, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,159000,2,63,https://www.idealista.com/en/inmueble/88327455/,2020-12-29 10:29:38.282709+00:00,sale
"Flat / Apartment in Berga, S'Arenal, Llucmajor",Mallorca,Llucmajor,165000,4,155,https://www.idealista.com/en/inmueble/90590936/,2020-12-29 10:29:38.285242+00:00,sale
"Flat / Apartment in Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,198000,3,69,https://www.idealista.com/en/inmueble/90329969/,2020-12-29 10:29:38.287713+00:00,sale
"Flat / Apartment in Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,3,90,https://www.idealista.com/en/inmueble/90344359/,2020-12-29 10:29:38.290259+00:00,sale
"Penthouse in Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,181900,3,105,https://www.idealista.com/en/inmueble/89379903/,2020-12-29 10:29:38.292599+00:00,sale
"Flat / Apartment in Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,3,90,https://www.idealista.com/en/inmueble/89104602/,2020-12-29 10:29:38.295088+00:00,sale
"Flat / Apartment in Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,159500,3,84,https://www.idealista.com/en/inmueble/87394340/,2020-12-29 10:29:38.297615+00:00,sale
"Penthouse in El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,139000,3,95,https://www.idealista.com/en/inmueble/87220416/,2020-12-29 10:29:38.300002+00:00,sale
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,169500,3,80,https://www.idealista.com/en/inmueble/84276139/,2020-12-29 10:29:38.302538+00:00,sale
"Penthouse in Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,185000,2,63,https://www.idealista.com/en/inmueble/90879754/,2020-12-29 10:29:38.305043+00:00,sale
Flat / Apartment in Muro,Mallorca,Muro,159900,3,149,https://www.idealista.com/en/inmueble/90354051/,2020-12-29 10:29:38.307477+00:00,sale
"Flat / Apartment in calle de Campanet, Son Amonda - Reis Catòlics, Inca",Mallorca,Inca,150000,2,106,https://www.idealista.com/en/inmueble/91178629/,2020-12-29 10:29:38.309968+00:00,sale
"Flat / Apartment in calle Mare de Déu de Montserrat, 17, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,3,100,https://www.idealista.com/en/inmueble/88705172/,2020-12-29 10:29:38.312527+00:00,sale
"Flat / Apartment in calle de Pere Ripoll i Palou, 20, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,188000,3,112,https://www.idealista.com/en/inmueble/88551005/,2020-12-29 10:29:38.315008+00:00,sale
"Flat / Apartment in ferragut, 4, Son Roca - Son Ximelis - Son Anglada, Palma de Mallorca",Mallorca,Palma de Mallorca,117260,3,83,https://www.idealista.com/en/inmueble/86679693/,2020-12-29 10:29:38.317613+00:00,sale
"Flat / Apartment in Frai Antoni Llinàs, Cas Capiscol, Palma de Mallorca",Mallorca,Palma de Mallorca,175000,3,82,https://www.idealista.com/en/inmueble/91330545/,2020-12-29 10:29:38.320037+00:00,sale
"Flat / Apartment in calle d'Indalecio Prieto, 25, Son Gotleu, Palma de Mallorca",Mallorca,Palma de Mallorca,130000,4,78,https://www.idealista.com/en/inmueble/91158323/,2020-12-29 10:29:38.322464+00:00,sale
"Flat / Apartment in plaza de Miquel Riera i Perelló, Sa Indiotería - Son Castelló, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,2,90,https://www.idealista.com/en/inmueble/90389454/,2020-12-29 10:29:38.324931+00:00,sale
"Flat / Apartment in Des forn, 13, Montuiri",Mallorca,Montuiri,175000,2,120,https://www.idealista.com/en/inmueble/87895842/,2020-12-29 10:29:38.327376+00:00,sale
"Flat / Apartment in isidoro antillon, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,165000,3,75,https://www.idealista.com/en/inmueble/90827554/,2020-12-29 10:29:38.329816+00:00,sale
"Flat / Apartment in Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,189000,3,85,https://www.idealista.com/en/inmueble/90492300/,2020-12-29 10:29:38.332150+00:00,sale
"Flat / Apartment in Gran Via de Colom, Gran Via de Colom, Inca",Mallorca,Inca,149800,3,104,https://www.idealista.com/en/inmueble/90263411/,2020-12-29 10:29:38.334454+00:00,sale
"Flat / Apartment in sant agusti, 49, Felanitx centro, Felanitx",Mallorca,Felanitx,120000,3,94,https://www.idealista.com/en/inmueble/90231932/,2020-12-29 10:29:38.336759+00:00,sale
"Penthouse in avenida Son Rigo, Les Maravelles, Palma de Mallorca",Mallorca,Palma de Mallorca,199000,2,60,https://www.idealista.com/en/inmueble/87821345/,2020-12-29 10:29:38.339246+00:00,sale
"Penthouse in salut, S'Arenal, Llucmajor",Mallorca,Llucmajor,199000,2,70,https://www.idealista.com/en/inmueble/90046099/,2020-12-29 10:29:38.341726+00:00,sale
"Penthouse in calle bonança, Colonia de Sant Jordi",Mallorca,Colonia de Sant Jordi,175000,2,70,https://www.idealista.com/en/inmueble/89840393/,2020-12-29 10:29:38.344108+00:00,sale
"Duplex in calle de Menorca, 61, Campos",Mallorca,Campos,130000,2,96,https://www.idealista.com/en/inmueble/85516155/,2020-12-29 10:29:38.346759+00:00,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,198500,3,85,https://www.idealista.com/en/inmueble/91037477/,2020-12-29 10:29:38.349307+00:00,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,199000,3,90,https://www.idealista.com/en/inmueble/91037452/,2020-12-29 10:29:38.352041+00:00,sale
"Flat / Apartment in Son Rapinya - Los Almendros, Palma de Mallorca",Mallorca,Palma de Mallorca,165000,2,70,https://www.idealista.com/en/inmueble/90971256/,2020-12-29 10:29:38.354457+00:00,sale
"Flat / Apartment in calle de Cala Mitjana, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,198000,3,84,https://www.idealista.com/en/inmueble/90890398/,2020-12-29 10:29:38.356971+00:00,sale
"Penthouse in sa font de sa vila, Andratx Pueblo, Andratx",Mallorca,Andratx,185000,2,75,https://www.idealista.com/en/inmueble/90305776/,2020-12-29 10:29:38.359425+00:00,sale
"Flat / Apartment in ARAGO, Marqués de la Fontsanta, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,3,97,https://www.idealista.com/en/inmueble/90051302/,2020-12-29 10:29:38.362063+00:00,sale
"Penthouse in Rafel Alberti, Blanquer, Inca",Mallorca,Inca,175000,2,180,https://www.idealista.com/en/inmueble/89904830/,2020-12-29 10:29:38.364555+00:00,sale
"Flat / Apartment in calle del Taronger, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,187000,3,114,https://www.idealista.com/en/inmueble/89368019/,2020-12-29 10:29:38.366964+00:00,sale
"Flat / Apartment in paseo MARITIMO CB de cala bona, Cala Millor",Mallorca,Cala Millor,140000,2,80,https://www.idealista.com/en/inmueble/90290963/,2020-12-29 10:29:38.369495+00:00,sale
"Flat / Apartment in Fry antoni llinas, Cas Capiscol, Palma de Mallorca",Mallorca,Palma de Mallorca,195000,3,130,https://www.idealista.com/en/inmueble/89761774/,2020-12-29 10:29:38.371826+00:00,sale
"Flat / Apartment in Manacor Centro, Manacor",Mallorca,Manacor,179000,3,114,https://www.idealista.com/en/inmueble/88667698/,2020-12-29 10:29:38.374272+00:00,sale
"Flat / Apartment in calle de Florència, Son Xigala, Palma de Mallorca",Mallorca,Palma de Mallorca,186000,3,90,https://www.idealista.com/en/inmueble/86435014/,2020-12-29 10:29:38.376825+00:00,sale
"Duplex in calle de Santueri, Felanitx centro, Felanitx",Mallorca,Felanitx,145000,3,120,https://www.idealista.com/en/inmueble/84569081/,2020-12-29 10:29:38.379270+00:00,sale
"Flat / Apartment in Porto Cristo, Manacor",Mallorca,Manacor,180000,4,120,https://www.idealista.com/en/inmueble/91381534/,2020-12-29 10:29:38.381762+00:00,sale
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,170000,3,85,https://www.idealista.com/en/inmueble/91337915/,2020-12-29 10:29:38.384068+00:00,sale
"Flat / Apartment in calle Isidoro Antillon, Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,183000,3,85,https://www.idealista.com/en/inmueble/90693791/,2020-12-29 10:29:38.386478+00:00,sale
"Flat / Apartment in Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,189500,3,111,https://www.idealista.com/en/inmueble/90723949/,2020-12-29 10:29:38.388842+00:00,sale
"Flat / Apartment in avenida Rei Jaume II, 91, Son Amonda - Reis Catòlics, Inca",Mallorca,Inca,149000,3,102,https://www.idealista.com/en/inmueble/90265319/,2020-12-29 10:29:38.391293+00:00,sale
"Flat / Apartment in sant rafael, La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,3,90,https://www.idealista.com/en/inmueble/90141078/,2020-12-29 10:29:38.393811+00:00,sale
"Flat / Apartment in Carrer Reina Violant, Hostalets - Son Fortesa Sud, Palma de Mallorca",Mallorca,Palma de Mallorca,175000,2,80,https://www.idealista.com/en/inmueble/89628013/,2020-12-29 10:29:38.396119+00:00,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,199000,3,110,https://www.idealista.com/en/inmueble/87431872/,2020-12-29 10:29:38.398614+00:00,sale
"Penthouse in Manacor Centro, Manacor",Mallorca,Manacor,89900,3,90,https://www.idealista.com/en/inmueble/91331373/,2020-12-29 10:29:38.400918+00:00,sale
"Flat / Apartment in Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,189000,4,115,https://www.idealista.com/en/inmueble/91088250/,2020-12-29 10:29:38.403400+00:00,sale
"Flat / Apartment in Son Gotleu, Palma de Mallorca",Mallorca,Palma de Mallorca,87300,4,75,https://www.idealista.com/en/inmueble/91220489/,2020-12-29 10:29:38.405930+00:00,sale
"Flat / Apartment in Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,155000,3,86,https://www.idealista.com/en/inmueble/91202217/,2020-12-29 10:29:38.408333+00:00,sale
"Penthouse in calle de joan baptista de la salle, 29, Centro, Inca",Mallorca,Inca,169000,3,130,https://www.idealista.com/en/inmueble/32921916/,2020-12-29 10:29:38.410792+00:00,sale
"Flat / Apartment in Son Amonda - Reis Catòlics, Inca",Mallorca,Inca,198000,2,106,https://www.idealista.com/en/inmueble/91066294/,2020-12-29 10:29:38.413302+00:00,sale
"Penthouse in calle Ferrer de Pallarès, 12, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,165500,3,80,https://www.idealista.com/en/inmueble/90754823/,2020-12-29 10:29:38.415766+00:00,sale
Flat / Apartment in Muro,Mallorca,Muro,136000,2,60,https://www.idealista.com/en/inmueble/90726648/,2020-12-29 10:29:38.418270+00:00,sale
"Penthouse in Rafael alberti, 55, Gran Via de Colom, Inca",Mallorca,Inca,168000,2,176,https://www.idealista.com/en/inmueble/90074794/,2020-12-29 10:29:38.420638+00:00,sale
"Flat / Apartment in calle D'Encarnacion Viñas, 1, Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,3,84,https://www.idealista.com/en/inmueble/91354842/,2020-12-29 10:29:38.423057+00:00,sale
"Flat / Apartment in Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,3,80,https://www.idealista.com/en/inmueble/91283306/,2020-12-29 10:29:38.425713+00:00,sale
"Flat / Apartment in Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,143000,3,85,https://www.idealista.com/en/inmueble/91263389/,2020-12-29 10:29:38.428013+00:00,sale
"Flat / Apartment in calle Terral, 52, S'Arenal, Llucmajor",Mallorca,Llucmajor,175000,3,76,https://www.idealista.com/en/inmueble/90993353/,2020-12-29 10:29:38.430469+00:00,sale
"Flat / Apartment in avenida TOMAS DE VILLANUEVA CORTES, Son Oliva, Palma de Mallorca",Mallorca,Palma de Mallorca,168000,3,98,https://www.idealista.com/en/inmueble/90763840/,2020-12-29 10:29:38.432799+00:00,sale
"Flat / Apartment in Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,177000,3,92,https://www.idealista.com/en/inmueble/90631220/,2020-12-29 10:29:38.435178+00:00,sale
"Flat / Apartment in Son Gotleu, Palma de Mallorca",Mallorca,Palma de Mallorca,87300,3,75,https://www.idealista.com/en/inmueble/89871066/,2020-12-29 10:29:38.437690+00:00,sale
"Flat / Apartment in calle de Blanes Viale, 8, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,160000,3,93,https://www.idealista.com/en/inmueble/86218036/,2020-12-29 10:29:38.439992+00:00,sale
"Flat / Apartment in plaza des Blanquer, 56, Blanquer, Inca",Mallorca,Inca,184000,3,190,https://www.idealista.com/en/inmueble/85184056/,2020-12-29 10:29:38.442415+00:00,sale
"Flat / Apartment in El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,140000,3,85,https://www.idealista.com/en/inmueble/91343912/,2020-12-29 10:29:38.444707+00:00,sale
"Flat / Apartment in JOAN CRESPI, Blanquer, Inca",Mallorca,Inca,131000,2,80,https://www.idealista.com/en/inmueble/91284077/,2020-12-29 10:29:38.447012+00:00,sale
"Flat / Apartment in Portocolom, Felanitx",Mallorca,Felanitx,170000,2,65,https://www.idealista.com/en/inmueble/91281937/,2020-12-29 10:29:38.449579+00:00,sale
"Flat / Apartment in calle de Francesc Pi i Margall, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,4,93,https://www.idealista.com/en/inmueble/91281785/,2020-12-29 10:29:38.452013+00:00,sale
"Flat / Apartment in ronda de porrera, NN, Porreres",Mallorca,Porreres,170000,3,127,https://www.idealista.com/en/inmueble/91089747/,2020-12-29 10:29:38.454531+00:00,sale
"Flat / Apartment in antoni maura, Blanquer, Inca",Mallorca,Inca,149900,3,117,https://www.idealista.com/en/inmueble/91005656/,2020-12-29 10:29:38.456897+00:00,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,170000,3,93,https://www.idealista.com/en/inmueble/90917556/,2020-12-29 10:29:38.459424+00:00,sale
"Flat / Apartment in calle de Sagasta, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,3,61,https://www.idealista.com/en/inmueble/90868678/,2020-12-29 10:29:38.462032+00:00,sale
"Flat / Apartment in Sa Indiotería - Son Castelló, Palma de Mallorca",Mallorca,Palma de Mallorca,172000,3,118,https://www.idealista.com/en/inmueble/90789571/,2020-12-29 10:29:38.464430+00:00,sale
"Flat / Apartment in Cas Capiscol, Palma de Mallorca",Mallorca,Palma de Mallorca,194500,3,121,https://www.idealista.com/en/inmueble/89288827/,2020-12-29 10:29:38.466803+00:00,sale
"Flat / Apartment in Rafael Moger, 1, Coll d'En Rabassa, Palma de Mallorca",Mallorca,Palma de Mallorca,195000,3,100,https://www.idealista.com/en/inmueble/89048138/,2020-12-29 10:29:38.469260+00:00,sale
"Flat / Apartment in Llucmajor Interior, Llucmajor",Mallorca,Llucmajor,169500,2,75,https://www.idealista.com/en/inmueble/88450297/,2020-12-29 10:29:38.471730+00:00,sale
"Flat / Apartment in Son Curt, Andratx Pueblo, Andratx",Mallorca,Andratx,139000,2,77,https://www.idealista.com/en/inmueble/40156877/,2020-12-29 10:29:38.474123+00:00,sale
"Flat / Apartment in avenida de Bartomeu Esteva Mestre Cuiner, Andrach, Andratx Pueblo, Andratx",Mallorca,Andratx,162500,3,95,https://www.idealista.com/en/inmueble/82946097/,2020-12-29 10:29:38.476524+00:00,sale
"Flat / Apartment in camino de Costitx, Inca, 4, Zona periurbana, Inca",Mallorca,Inca,158000,3,112,https://www.idealista.com/en/inmueble/83171755/,2020-12-29 10:29:38.478945+00:00,sale
"Flat / Apartment in ronda de Catalunya, 31, Campos",Mallorca,Campos,163000,2,84,https://www.idealista.com/en/inmueble/90791623/,2020-12-29 10:29:38.481445+00:00,sale
"Flat / Apartment in ronda de na de haros, NN, Campos",Mallorca,Campos,173000,2,80,https://www.idealista.com/en/inmueble/90779429/,2020-12-29 10:29:38.483879+00:00,sale
"Flat / Apartment in Siquier, 5, La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,160000,3,98,https://www.idealista.com/en/inmueble/90740549/,2020-12-29 10:29:38.486372+00:00,sale
"Flat / Apartment in Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,190890,2,120,https://www.idealista.com/en/inmueble/90100357/,2020-12-29 10:29:38.488773+00:00,sale
"Flat / Apartment in calle de Cala Mitjana, 36, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,195000,2,100,https://www.idealista.com/en/inmueble/87524094/,2020-12-29 10:29:38.491346+00:00,sale
"Flat / Apartment in Gran Via Colom, Gran Via de Colom, Inca",Mallorca,Inca,168000,3,127,https://www.idealista.com/en/inmueble/89914406/,2020-12-29 10:29:38.493949+00:00,sale
"Flat / Apartment in Llucmajor Interior, Llucmajor",Mallorca,Llucmajor,190000,3,90,https://www.idealista.com/en/inmueble/89058095/,2020-12-29 10:29:38.496296+00:00,sale
"Duplex in calle Bonany, 94, Villafranca de Bonany",Mallorca,Villafranca de Bonany,170000,2,115,https://www.idealista.com/en/inmueble/2144767/,2020-12-29 10:29:38.498787+00:00,sale
"Flat / Apartment in El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,191000,3,105,https://www.idealista.com/en/inmueble/88907124/,2020-12-29 10:29:38.501378+00:00,sale
"Flat / Apartment in Cala Major, Palma de Mallorca",Mallorca,Palma de Mallorca,147900,2,71,https://www.idealista.com/en/inmueble/85686117/,2020-12-29 10:29:38.503856+00:00,sale
"Penthouse in Maioris-Puig de Ros, Llucmajor",Mallorca,Llucmajor,195000,2,80,https://www.idealista.com/en/inmueble/91368414/,2020-12-29 10:29:38.506351+00:00,sale
"Flat / Apartment in Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,4,87,https://www.idealista.com/en/inmueble/91338009/,2020-12-29 10:29:38.508859+00:00,sale
Flat / Apartment in Campos,Mallorca,Campos,149000,2,95,https://www.idealista.com/en/inmueble/91222500/,2020-12-29 10:29:38.511334+00:00,sale
"Flat / Apartment in Portocolom, Felanitx",Mallorca,Felanitx,159500,2,65,https://www.idealista.com/en/inmueble/90782538/,2020-12-29 10:29:38.513815+00:00,sale
Flat / Apartment in Muro,Mallorca,Muro,136000,2,60,https://www.idealista.com/en/inmueble/90545288/,2020-12-29 10:29:38.516255+00:00,sale
"Duplex in calle d'En Gual, NN, Porto Cristo, Manacor",Mallorca,Manacor,120000,2,128,https://www.idealista.com/en/inmueble/88672389/,2020-12-29 10:29:38.518716+00:00,sale
